periodo,idnoremp,ciiu4,idact,seccion,gastos_tot,gasprogesamb,actinv1,actinv2,actinv3,actinv4,actinv5,actinv6,actinv7,actinv8,actgast1,actgast2,actgast3,actgast4,actgast5,actgast6,actgast7,actgast8,actgast9,actnom,persamb,idnorempan,fuen_ag_tot,wtoteconsum
2020,19789.0,5224.0,6310.0,H1 Auxiliares del transporte,14241843,221246,1,0,0,1,1,0,0,0,1,1,0,1,1,0,1,0,0,,,,,
2020,19708.0,5222.0,6332.0,H1 Auxiliares del transporte,2399064,200000,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,,,,,
2020,10429.0,5210.0,6320.0,H1 Auxiliares del transporte,51937915,179079,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,,,,,
2020,13233.0,5229.0,6390.0,H1 Auxiliares del transporte,67401151,147975,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,,,
2020,11491.0,5229.0,6339.0,H1 Auxiliares del transporte,33325312,135238,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,,,,,
2020,18282.0,5222.0,6332.0,H1 Auxiliares del transporte,32290560,131351,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,,,,,
2020,14582.0,5222.0,6332.0,H1 Auxiliares del transporte,89187830,116882,0,1,0,0,0,0,0,0,1,1,0,1,1,1,1,0,1,,,,,
2020,14228.0,5223.0,6333.0,H1 Auxiliares del transporte,106354880,112000,1,1,1,1,1,0,0,0,1,1,1,1,1,0,1,0,0,,,,,
2020,18385.0,5229.0,6390.0,H1 Auxiliares del transporte,75787203,100511,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,,,,,
2020,11830.0,5210.0,6320.0,H1 Auxiliares del transporte,18813821,99849,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,,,,,
2020,10430.0,5210.0,6320.0,H1 Auxiliares del transporte,57321514,98000,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,
2020,10423.0,5210.0,6320.0,H1 Auxiliares del transporte,11151062,96487,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,
2020,10506.0,5229.0,6390.0,H1 Auxiliares del transporte,16511075,96320,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,,,,,
2020,18044.0,5210.0,6320.0,H1 Auxiliares del transporte,5044727,89523,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,,,
2020,15088.0,5224.0,6310.0,H1 Auxiliares del transporte,2882064,70000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,
2020,10494.0,5229.0,6390.0,H1 Auxiliares del transporte,41943924,69850,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,,,,,
2020,12429.0,5221.0,6331.0,H1 Auxiliares del transporte,31812053,67699,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,,,,,
2020,10439.0,5221.0,6331.0,H1 Auxiliares del transporte,36783831,65246,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,,,,,
2020,10444.0,5223.0,6333.0,H1 Auxiliares del transporte,45154156,62604,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,,,,,
2020,13878.0,5229.0,6390.0,H1 Auxiliares del transporte,14317945,62400,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,,,,,
2020,18393.0,5224.0,6310.0,H1 Auxiliares del transporte,2754888,62400,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,,,,,
2020,18989.0,5210.0,6320.0,H1 Auxiliares del transporte,7822056,59011,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,,,,,
2020,10433.0,5210.0,6320.0,H1 Auxiliares del transporte,11406978,59007,0,1,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,,,,,
2020,15181.0,5210.0,6320.0,H1 Auxiliares del transporte,2338825,55080,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,,,,,
2020,19920.0,5210.0,6320.0,H1 Auxiliares del transporte,90273866,50500,1,1,1,1,0,0,0,0,1,1,0,1,0,0,1,0,0,,,,,
2020,11902.0,5229.0,6390.0,H1 Auxiliares del transporte,4583460,50003,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,,,,,
2020,10018.0,5222.0,6332.0,H1 Auxiliares del transporte,4564960,44310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,
2020,14445.0,5221.0,6331.0,H1 Auxiliares del transporte,4497156,43637,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,,,,,
2020,18036.0,5229.0,6390.0,H1 Auxiliares del transporte,3111407,42270,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,,,,,
2020,14601.0,5229.0,6339.0,H1 Auxiliares del transporte,23820302,42000,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,,,,,
2020,18438.0,5224.0,6310.0,H1 Auxiliares del transporte,20860757,40000,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,
2020,13854.0,5223.0,6333.0,H1 Auxiliares del transporte,50981158,38719,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,,,,,
2020,13041.0,5223.0,6333.0,H1 Auxiliares del transporte,9758752,37793,1,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,1,,,,,
2020,10213.0,5210.0,6320.0,H1 Auxiliares del transporte,17410596,36632,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,,,,,
2020,18007.0,5229.0,6339.0,H1 Auxiliares del transporte,102144199,30849,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,,,,,
2020,14988.0,5221.0,6331.0,H1 Auxiliares del transporte,1975370,30121,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,,,,,
2020,18469.0,5222.0,6332.0,H1 Auxiliares del transporte,2885235,29782,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,
2020,10409.0,5224.0,6310.0,H1 Auxiliares del transporte,49713995,29319,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,,,,,
2020,13581.0,5224.0,6310.0,H1 Auxiliares del transporte,18675580,27834,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,,,,,
2020,10500.0,5229.0,6390.0,H1 Auxiliares del transporte,36949528,25000,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,,,,,
2020,10450.0,5229.0,6390.0,H1 Auxiliares del transporte,21591091,24948,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,
2020,18534.0,5222.0,6332.0,H1 Auxiliares del transporte,12002388,24395,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,
2020,14584.0,5224.0,6310.0,H1 Auxiliares del transporte,15759174,22840,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,,,,,
2020,18920.0,5210.0,6320.0,H1 Auxiliares del transporte,108282014,22809,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,,,
2020,10187.0,5229.0,6390.0,H1 Auxiliares del transporte,10902915,22000,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,,,,,
2020,15725.0,5229.0,6390.0,H1 Auxiliares del transporte,2712931,21709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,
2020,11901.0,5229.0,6390.0,H1 Auxiliares del transporte,73732579,21430,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,,,,,
2020,10516.0,5229.0,6390.0,H1 Auxiliares del transporte,12506980,20000,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,,,,,
2020,15075.0,5224.0,6310.0,H1 Auxiliares del transporte,16888874,19845,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,,,,,
2020,14617.0,5224.0,6310.0,H1 Auxiliares del transporte,10491132,19503,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,,,
2020,18323.0,5224.0,6310.0,H1 Auxiliares del transporte,7383972,18978,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,,,,,
2020,18691.0,5210.0,6320.0,H1 Auxiliares del transporte,5144603,17905,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,,,,,
2020,13559.0,5224.0,6310.0,H1 Auxiliares del transporte,7527596,17714,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,,,,,
2020,18031.0,5223.0,6333.0,H1 Auxiliares del transporte,7129956,17513,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,,,,,
2020,18286.0,5210.0,6320.0,H1 Auxiliares del transporte,8485395,15822,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,,,,,
2020,13000.0,5229.0,6390.0,H1 Auxiliares del transporte,116442720,15497,0,1,0,1,1,1,0,0,0,0,0,1,1,1,1,0,0,,,,,
2020,10497.0,5229.0,6390.0,H1 Auxiliares del transporte,14002096,12284,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,,,,,
2020,14938.0,5221.0,6331.0,H1 Auxiliares del transporte,3215849,12000,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,,,,,
2020,18482.0,5221.0,6331.0,H1 Auxiliares del transporte,13587982,11962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,
2020,10425.0,5210.0,6320.0,H1 Auxiliares del transporte,11181336,11500,0,1,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,,,,,
2020,10453.0,5229.0,6390.0,H1 Auxiliares del transporte,780644684,11363,0,1,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,,,,,
2020,15306.0,5222.0,6332.0,H1 Auxiliares del transporte,5608419,11000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,
2020,10230.0,5224.0,6310.0,H1 Auxiliares del transporte,7497746,10000,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,,,,,
2020,14271.0,5224.0,6310.0,H1 Auxiliares del transporte,2136256,10000,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,,,,,
2020,18594.0,5210.0,6320.0,H1 Auxiliares del transporte,11271669,9994,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,,,,,
2020,14676.0,5222.0,6332.0,H1 Auxiliares del transporte,3413913,9777,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,,,,,
2020,10424.0,5210.0,6320.0,H1 Auxiliares del transporte,17867158,9729,1,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,,,,,
2020,18018.0,5210.0,6320.0,H1 Auxiliares del transporte,24823619,7871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,
2020,15072.0,5224.0,6310.0,H1 Auxiliares del transporte,39700443,7748,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,,,,,
2020,14586.0,5224.0,6310.0,H1 Auxiliares del transporte,4987720,7500,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,,,,,
2020,15032.0,5221.0,6331.0,H1 Auxiliares del transporte,1240175,6433,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,,,,,
2020,14148.0,5224.0,6310.0,H1 Auxiliares del transporte,2551910,6000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,
2020,14600.0,5229.0,6390.0,H1 Auxiliares del transporte,9454399,6000,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,,,,,
2020,12765.0,5229.0,6390.0,H1 Auxiliares del transporte,3712905,5500,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,,,,,
2020,14593.0,5229.0,6390.0,H1 Auxiliares del transporte,36577733,5250,1,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,,,,,
2020,11811.0,5210.0,6320.0,H1 Auxiliares del transporte,12939168,5019,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,
2020,12205.0,5210.0,6320.0,H1 Auxiliares del transporte,7077082,5000,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,,,,,
2020,10510.0,5229.0,6390.0,H1 Auxiliares del transporte,270921724,4059,1,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,,,,,
2020,19089.0,5221.0,6331.0,H1 Auxiliares del transporte,2597829,3583,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,,,,,
2020,10158.0,5224.0,6310.0,H1 Auxiliares del transporte,15492064,3581,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,
2020,18471.0,5223.0,6333.0,H1 Auxiliares del transporte,10592716,3474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,
2020,10185.0,5229.0,6339.0,H1 Auxiliares del transporte,12032712,2681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,
2020,10488.0,5229.0,6390.0,H1 Auxiliares del transporte,11064992,2432,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,,,,,
2020,10410.0,5229.0,6390.0,H1 Auxiliares del transporte,3918779,2352,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,
2020,10024.0,5229.0,6390.0,H1 Auxiliares del transporte,2128876,2025,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,
2020,12176.0,5221.0,6331.0,H1 Auxiliares del transporte,1862467,1895,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,,,,,
2020,14720.0,5224.0,6310.0,H1 Auxiliares del transporte,3012642,1877,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,
2020,14604.0,5224.0,6310.0,H1 Auxiliares del transporte,238349580,1861,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,,,,,
2020,14851.0,5221.0,6331.0,H1 Auxiliares del transporte,10116932,1714,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,
2020,14723.0,5224.0,6310.0,H1 Auxiliares del transporte,3179443,1672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,
2020,10446.0,5229.0,6339.0,H1 Auxiliares del transporte,98322790,1584,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,
2020,12337.0,5229.0,6390.0,H1 Auxiliares del transporte,13133404,1565,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,,,,,
2020,18467.0,5222.0,6332.0,H1 Auxiliares del transporte,81748532,1280,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,,,,,
2020,19109.0,5221.0,6331.0,H1 Auxiliares del transporte,3080774,1200,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,
2020,14646.0,5229.0,6390.0,H1 Auxiliares del transporte,7569485,1186,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,
2020,10214.0,5229.0,6339.0,H1 Auxiliares del transporte,1673619,1148,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,,,
2020,18687.0,5229.0,6390.0,H1 Auxiliares del transporte,20055756,1000,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,
2020,19065.0,5224.0,6310.0,H1 Auxiliares del transporte,4786171,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,
2020,10766.0,5210.0,6320.0,H1 Auxiliares del transporte,1979810,650,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,
2020,14687.0,5224.0,6310.0,H1 Auxiliares del transporte,11227404,550,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,,,,,
2020,19921.0,5210.0,6320.0,H1 Auxiliares del transporte,12820703,442,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,,,,,
2020,13859.0,5229.0,6390.0,H1 Auxiliares del transporte,10796709,400,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,
2020,10496.0,5229.0,6390.0,H1 Auxiliares del transporte,21311562,280,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,,,,,
2020,10508.0,5229.0,6390.0,H1 Auxiliares del transporte,9972239,254,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,
2020,13346.0,5224.0,6310.0,H1 Auxiliares del transporte,12944880,125,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,,,,,
2020,18515.0,5229.0,6390.0,H1 Auxiliares del transporte,9328100,70,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,,,,,
2020,11509.0,5222.0,6332.0,H1 Auxiliares del transporte,22096942,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,
2020,10013.0,5222.0,6332.0,H1 Auxiliares del transporte,17615466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
2020,10015.0,5210.0,6320.0,H1 Auxiliares del transporte,10395723,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
2020,10021.0,5229.0,6390.0,H1 Auxiliares del transporte,5916569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
2020,10022.0,5229.0,6390.0,H1 Auxiliares del transporte,8658682,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
2020,10023.0,5229.0,6390.0,H1 Auxiliares del transporte,3030444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
2020,10025.0,5229.0,6390.0,H1 Auxiliares del transporte,3176378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
2020,10128.0,5229.0,6390.0,H1 Auxiliares del transporte,1992354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
2020,10141.0,5229.0,6390.0,H1 Auxiliares del transporte,3120057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
2020,10145.0,5221.0,6331.0,H1 Auxiliares del transporte,5940935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
2020,10157.0,5224.0,6310.0,H1 Auxiliares del transporte,1980084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
2020,10203.0,5224.0,6310.0,H1 Auxiliares del transporte,4137007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
2020,10225.0,5229.0,6390.0,H1 Auxiliares del transporte,58030157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
2020,10228.0,5224.0,6310.0,H1 Auxiliares del transporte,4494489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
2020,10278.0,5224.0,6310.0,H1 Auxiliares del transporte,2770028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
2020,18547.0,5224.0,6310.0,H1 Auxiliares del transporte,2060971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
2020,17968.0,5224.0,6310.0,H1 Auxiliares del transporte,29649203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
2020,17969.0,5224.0,6310.0,H1 Auxiliares del transporte,10751875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
2020,17971.0,5224.0,6310.0,H1 Auxiliares del transporte,2017229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
2020,19354.0,5222.0,6332.0,H1 Auxiliares del transporte,2757370,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
2020,10411.0,5229.0,6390.0,H1 Auxiliares del transporte,7147582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
2020,10412.0,5229.0,6390.0,H1 Auxiliares del transporte,5472798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
2020,10413.0,5229.0,6390.0,H1 Auxiliares del transporte,22450057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
2020,10415.0,5224.0,6310.0,H1 Auxiliares del transporte,67170673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
2020,10420.0,5229.0,6390.0,H1 Auxiliares del transporte,46125429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
2020,10421.0,5224.0,6310.0,H1 Auxiliares del transporte,19829984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
2020,10422.0,5210.0,6320.0,H1 Auxiliares del transporte,4731481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
2020,15445.0,5210.0,6320.0,H1 Auxiliares del transporte,3867286,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
2020,10426.0,5210.0,6320.0,H1 Auxiliares del transporte,3082086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
2020,10428.0,5210.0,6320.0,H1 Auxiliares del transporte,98404965,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,
2020,10431.0,5210.0,6320.0,H1 Auxiliares del transporte,16839466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
2020,10432.0,5210.0,6320.0,H1 Auxiliares del transporte,14631823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
2020,10434.0,5210.0,6320.0,H1 Auxiliares del transporte,79673891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
2020,10435.0,5210.0,6320.0,H1 Auxiliares del transporte,5689554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
2020,10437.0,5221.0,6331.0,H1 Auxiliares del transporte,34215618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
2020,10438.0,5221.0,6331.0,H1 Auxiliares del transporte,28655373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
2020,10440.0,5221.0,6331.0,H1 Auxiliares del transporte,42117594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
2020,10441.0,5221.0,6331.0,H1 Auxiliares del transporte,12130907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
2020,10442.0,5224.0,6310.0,H1 Auxiliares del transporte,21824945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
2020,10443.0,5224.0,6310.0,H1 Auxiliares del transporte,32473006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
2020,10449.0,5229.0,6390.0,H1 Auxiliares del transporte,26973521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
2020,10451.0,5229.0,6339.0,H1 Auxiliares del transporte,1039296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
2020,10464.0,5229.0,6390.0,H1 Auxiliares del transporte,35722593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
2020,10469.0,5229.0,6390.0,H1 Auxiliares del transporte,5185477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
2020,10478.0,5229.0,6390.0,H1 Auxiliares del transporte,219324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
2020,19360.0,5229.0,6390.0,H1 Auxiliares del transporte,1850214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
2020,10480.0,5229.0,6390.0,H1 Auxiliares del transporte,4779021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
2020,10481.0,5229.0,6390.0,H1 Auxiliares del transporte,10425383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
